,lat,long,age,gender
84,18.5562145,73.9310105,28,female
85,18.5512771,73.92098940000002,50,male
86,18.533032300000002,73.933003,18,male
87,18.597398000000002,73.91547849999998,19,female
88,18.4726725,73.9784573,18,female
89,18.4474077,73.8483676,19,female
90,18.5204303,73.85674370000001,20,female
91,18.5625986,73.85235820000001,9,female
92,21.155722100000002,79.09416039999998,31,female
93,18.6035421,73.9337777,38,male
94,18.4452577,73.8610191,22,male
95,18.5625986,73.85235820000001,20,female
96,18.5176333,73.86712320000001,36,female
97,18.468065600000003,73.9430283,35,female
98,18.5292326,73.82499729999998,36,male
99,18.5292326,73.82499729999998,40,male
100,18.5073514,73.8076543,23,female
101,18.508026,73.835099,22,female
102,35.7079052,140.5643284,58,male
103,18.508934,73.92591019999998,19,female
104,18.4726725,73.9784573,19,male
105,29.909375899999997,73.87998050000002,35,female
106,18.4474077,73.8483676,83,female
107,18.4726725,73.9784573,25,male
108,18.5636187,73.8949358,29,female
109,18.529152399999997,73.82708550000002,21,male
110,18.5591057,73.88674499999998,23,male
111,18.5907515,73.91099770000001,28,female
112,18.4529322,73.86523799999998,43,female
113,18.5235518,73.906346,22,male
114,18.5204303,73.85674370000001,27,male
115,18.5944704,73.9275889,60,female
116,18.462346,73.85293399999998,38,male
117,18.5625986,73.85235820000001,19,male
118,18.4529322,73.86523799999998,35,female
119,18.430860100000004,73.8610191,75,female
120,18.448315899999997,73.86671799999998,75,female
121,31.1471305,75.34121789999998,19,male
122,18.553295000000002,73.91099770000001,55,male
123,27.679198699999997,83.5070203,45,female
124,18.5204303,73.85674370000001,22,female
125,18.5509643,73.9168593,33,male
126,18.4949019,73.84411180000001,24,female
127,18.5158057,73.92716440000001,18,male
128,18.5204303,73.85674370000001,38,female
129,18.5944704,73.9275889,29,female
130,18.552922600000002,73.879711,69,male
131,18.530905899999997,73.849306,28,female
132,18.5204303,73.85674370000001,35,male
133,18.5342985,73.9368173,45,male
134,18.541509899999998,73.79247690000001,86,female
135,18.4726725,73.9784573,40,female
136,18.510845,73.81675279999999,35,male
137,18.5518288,73.7943248,32,male
138,18.2769367,73.6219158,19,female
139,18.5204303,73.85674370000001,24,female
140,18.505846899999998,73.8705748,20,female
141,18.5625986,73.85235820000001,40,female
142,18.4654546,73.85468209999998,44,female
143,18.4553953,73.8662748,39,male
144,35.7079052,140.5643284,24,male
145,18.5018322,73.8635912,58,female
146,18.5204303,73.85674370000001,55,female
147,18.5083204,73.85670019999999,27,female
148,18.4654546,73.85468209999998,22,male
149,18.5073514,73.8076543,20,male
150,18.5679146,73.91434319999998,32,female
151,18.5018322,73.8635912,20,female
152,18.5144313,73.86538329999998,25,male
153,18.5466777,73.8022046,55,female
154,18.530468799999998,73.8299146,52,male
155,18.5625986,73.85235820000001,20,female
156,18.5625986,73.85235820000001,62,female
157,18.5214325,73.86763470000002,64,male
158,18.454439,73.853174,49,female
159,18.5204303,73.85674370000001,55,male
160,18.467639899999998,73.859032,65,male
161,18.505134899999998,73.8665321,32,female
162,18.5204303,73.85674370000001,50,female
163,18.5072112,73.9587203,21,male
164,18.5018322,73.8635912,28,male
165,18.5204303,73.85674370000001,31,female
166,18.5204303,73.85674370000001,31,female
167,18.4464732,73.826375,19,female
168,18.4471444,73.8101999,36,female
169,18.4471444,73.8101999,52,female
170,18.737200199999997,73.6389598,48,female
171,18.737200199999997,73.6389598,25,female
172,18.4471444,73.8101999,69,female
173,18.5214325,73.86763470000002,45,female
174,18.516543600000002,73.8366021,72,male
175,18.532397600000003,73.94406459999998,28,male
176,18.1467496,73.97691999999998,19,female
177,18.5402171,73.8875797,33,female
178,18.552922600000002,73.879711,34,female
179,24.577514800000003,77.7318495,19,male
180,18.533032300000002,73.933003,23,male
181,19.0719691,73.5356936,20,female
182,18.5136095,73.8456078,23,female
183,18.508934,73.92591019999998,19,male
184,18.537142499999998,73.7889198,25,female
185,28.5572098,77.2127891,45,male
186,18.4690213,73.8640944,18,female
187,18.5679146,73.91434319999998,48,female
188,18.4654546,73.85468209999998,21,male
189,18.5204303,73.85674370000001,28,female
190,18.5402171,73.8875797,25,male
191,18.5512771,73.92098940000002,20,male
192,18.5572414,73.92525340000002,47,female
193,18.5402171,73.8875797,20,female
194,18.552922600000002,73.879711,24,male
195,18.465899899999997,73.9340859,35,male
196,19.1132337,73.73267750000001,28,female
197,18.6822022,73.9001184,22,female
198,19.2403305,73.1305395,25,female
199,18.4914531,73.8367889,26,female
200,18.552922600000002,73.879711,27,female
201,18.552922600000002,73.879711,19,female
202,18.5097432,73.83385320000001,19,female
203,18.5018322,73.8635912,24,female
204,18.5538241,73.9476689,24,female
205,18.4557382,73.85671190000001,39,female
206,18.4654546,73.85468209999998,44,female
207,18.466969,73.857603,21,female
208,18.482401899999996,73.93230809999999,25,female
209,18.469508800000003,73.88897790000001,19,male
210,18.532397600000003,73.94406459999998,18,male
211,18.4971535,73.85808940000001,46,female
212,18.533032300000002,73.933003,21,female
213,18.4571903,73.8037286,30,female
214,18.520749600000002,73.89790529999998,27,male
215,18.5512771,73.92098940000002,52,male
216,18.5590032,73.78676290000001,18,female
217,18.5040461,73.91614179999999,45,female
218,18.5639463,73.81029269999998,50,male
219,18.4726725,73.9784573,33,female
220,19.1132337,73.73267750000001,36,male
221,18.5204303,73.85674370000001,40,female
222,18.515930800000003,73.86606379999998,22,female
223,18.559755600000003,73.93590259999998,23,male
224,19.1132337,73.73267750000001,33,female
225,18.5839816,73.6050502,24,male
226,18.5204303,73.85674370000001,26,male
227,18.5375574,73.7957946,25,female
228,18.509836899999996,73.83269150000001,70,female
229,18.5286513,73.8775108,21,male
230,18.4423155,73.8148068,54,female
231,18.561307,73.78655200000001,19,male
232,18.4471444,73.8101999,58,male
233,18.434268,73.80948479999998,75,female
234,18.5083204,73.85670019999999,22,female
235,18.495104100000002,73.83430209999999,21,female
236,18.5204303,73.85674370000001,27,male
237,18.534952899999997,73.87618909999998,31,male
238,18.500375,73.9424123,19,female
239,18.486764899999997,73.9425145,31,female
240,18.502703,73.926296,23,male
241,18.5286513,73.8775108,18,female
242,18.5199723,73.86697649999998,21,male
243,18.5204303,73.85674370000001,20,female
244,19.5014423,73.01322359999999,20,female
245,18.469508800000003,73.88897790000001,21,male
246,18.5471748,73.8202184,25,female
247,18.4606924,73.84044820000001,19,male
248,18.5009832,73.95123840000001,27,male
249,18.5013711,73.9312908,19,female
250,18.5204303,73.85674370000001,25,female
251,18.5118048,73.84314509999999,23,male
252,18.4654546,73.85468209999998,19,male
253,18.4730151,73.8193703,19,female
254,18.4462462,73.82572119999998,22,female
255,18.4468545,73.82586189999998,50,female
256,18.4471444,73.8101999,34,female
257,18.449703200000002,73.8741773,18,female
258,19.1132337,73.73267750000001,34,female
259,18.5292326,73.82499729999998,81,female
260,18.5116565,73.8699182,40,female
261,18.5204303,73.85674370000001,25,female
262,18.5672281,73.916753,44,female
263,18.562696600000002,73.9372298,23,female
264,18.448698,73.8650268,19,female
265,18.476371399999998,73.81323370000001,30,female
266,18.5204303,73.85674370000001,27,male
267,19.1132337,73.73267750000001,19,male
268,18.5204303,73.85674370000001,60,female
269,18.4607365,73.9716382,40,female
270,18.104724700000002,74.45647129999998,39,female
271,18.469888,73.85036029999998,41,male
272,18.5204303,73.85674370000001,22,male
273,18.4471444,73.8101999,61,female
274,18.4877372,73.8704877,63,female
275,19.1132337,73.73267750000001,75,male
276,18.502384,73.84395400000001,35,female
277,18.564084,73.80270300000001,23,male
278,18.5680543,73.85086940000001,24,female
279,18.505134899999998,73.8665321,55,female
280,18.4220534,73.85954269999998,21,male
281,18.5591057,73.88674499999998,23,female
282,18.5204303,73.85674370000001,35,male
283,18.5709235,73.83508309999998,21,male
284,18.505134899999998,73.8665321,31,female
285,18.5204303,73.85674370000001,50,female
286,18.5204303,73.85674370000001,22,male
287,19.0025142,72.84207690000001,24,male
288,18.546328600000002,73.90331390000001,28,female
289,18.533032300000002,73.933003,40,female
290,18.552922600000002,73.879711,32,female
291,18.5204303,73.85674370000001,52,female
292,18.5591057,73.88674499999998,20,female
293,18.562696600000002,73.9372298,26,female
294,29.909375899999997,73.87998050000002,35,female
295,18.5204303,73.85674370000001,23,female
296,18.5572414,73.92525340000002,38,female
297,18.5009698,73.9429625,30,male
298,18.447879999999998,73.857126,40,male
299,18.562696600000002,73.9372298,28,female
300,18.532397600000003,73.94406459999998,19,female
301,18.5000482,73.85901319999998,20,female
302,18.5839816,73.6050502,25,male
303,18.508934,73.92591019999998,26,male
304,18.545579999999998,73.7789037,26,female
305,18.484766600000004,73.9022123,39,female
306,18.4922285,73.9000204,23,male
307,18.5419934,73.78161539999998,36,female
308,18.4587777,73.8426415,18,male
309,18.4726725,73.9784573,34,female
310,18.5204303,73.85674370000001,23,female
311,18.597398000000002,73.91547849999998,50,male
312,18.5314419,73.84456170000001,28,female
313,18.5944704,73.9275889,18,male
314,18.5932724,73.9275318,44,male
315,18.532397600000003,73.94406459999998,50,female
316,18.5204303,73.85674370000001,26,female
317,18.5204303,73.85674370000001,40,male
318,18.521749800000002,73.90438359999999,42,male
319,18.494136800000003,73.94890199999998,20,female
320,18.4609588,73.8222308,22,female
321,18.5204303,73.85674370000001,23,female
322,18.5292326,73.82499729999998,19,female
323,18.5204303,73.85674370000001,27,female
324,18.5204303,73.85674370000001,50,female
325,18.5639463,73.81029269999998,37,male
326,18.5518288,73.7943248,19,male
327,18.5419934,73.78161539999998,23,female
328,18.532397600000003,73.94406459999998,48,female
329,18.552922600000002,73.879711,19,female
330,18.4690213,73.8640944,37,male
331,18.4877372,73.8704877,22,male
332,18.4443556,74.72639079999998,59,female
333,18.5243431,73.851463,32,male
334,18.5314419,73.84456170000001,18,male
335,18.4922285,73.9000204,41,female
336,18.5040461,73.91614179999999,28,female
337,18.4646316,73.86028409999999,47,female
338,18.5040461,73.91614179999999,31,male
339,18.5204303,73.85674370000001,31,male
340,18.503622699999998,73.8698398,65,female
341,18.5679146,73.91434319999998,39,female
342,18.508934,73.92591019999998,46,male
343,18.4654546,73.85468209999998,23,female
344,18.4587777,73.8426415,18,male
345,18.5204303,73.85674370000001,50,female
346,18.508934,73.92591019999998,30,female
347,18.522145899999998,73.9587593,28,male
348,19.094828699999997,74.74797889999998,19,female
349,18.530905899999997,73.849306,18,male
350,18.473887100000002,73.8893532,42,male
351,18.5512771,73.92098940000002,21,female
352,35.7079052,140.5643284,67,male
353,18.553295000000002,73.91099770000001,28,male
354,18.5099615,73.91173169999998,19,female
355,18.533032300000002,73.933003,18,female
356,18.5441098,73.87969140000001,24,female
357,18.533032300000002,73.933003,21,male
358,18.4690213,73.8640944,20,male
359,18.532397600000003,73.94406459999998,50,female
360,18.5524665,73.9326763,26,female
361,18.4529322,73.86523799999998,21,male
362,18.448235,73.867646,21,female
363,18.5073514,73.8076543,25,male
364,18.528435,73.83234920000001,21,female
365,18.508934,73.92591019999998,65,female
366,18.469508800000003,73.88897790000001,40,male
367,18.5214325,73.86763470000002,22,female
368,18.5204303,73.85674370000001,24,male
369,18.508934,73.92591019999998,23,male
370,18.4726725,73.9784573,24,female
371,18.5042247,73.81715810000001,28,female
372,18.4587777,73.8426415,20,male
373,18.516882,73.914672,18,male
374,18.508934,73.92591019999998,25,female
375,18.5788913,73.7706807,28,female
376,18.5114181,73.8778263,19,female
377,18.533032300000002,73.933003,31,female
378,18.5204303,73.85674370000001,25,female
379,18.517454,73.8612411,18,female
380,18.5204303,73.85674370000001,19,fem
381,18.5204303,73.85674370000001,21,fem
382,18.5204303,73.85674370000001,46,fem
383,18.517454,73.8612411,24,fem
384,18.5204303,73.85674370000001,30,fem
385,18.5204303,73.85674370000001,33,fem
386,18.526739000000003,73.862039,30,fem
387,18.5225265,73.8638663,35,fem
388,18.515879199999997,73.85803969999998,20,fem
389,18.5621075,73.89755770000001,20,fem
390,18.496138300000002,73.8384476,28,fem
391,18.5204303,73.85674370000001,25,fem
392,18.4726725,73.9784573,49,fem
393,18.5018322,73.8635912,31,fem
394,18.5944704,73.9275889,19,fem
395,18.448235,73.867646,27,fem
396,18.508934,73.92591019999998,19,fem
397,18.505134899999998,73.8665321,26,fem
398,18.4825399,73.8256755,20,fem
399,18.5332778,73.937156,82,fem
400,18.5204303,73.85674370000001,22,fem
401,18.5492228,73.93900179999999,30,fem
402,30.661543199999997,81.47183869999998,28,fem
403,18.5292326,73.82499729999998,68,fem
404,18.5284417,73.8283057,29,fem
405,18.469508800000003,73.88897790000001,19,fem
406,18.4654546,73.85468209999998,24,fem
407,18.505134899999998,73.8665321,20,fem
408,18.5204303,73.85674370000001,28,fem
409,18.5035827,73.957088,23,fem
410,18.460691,73.869147,21,fem
411,18.4901977,73.83970090000001,18,fem
412,18.4644859,73.8048496,21,fem
413,18.554973399999998,73.79723620000001,35,fem
414,18.5091517,73.87103859999998,20,fem
415,18.5009698,73.9429625,27,fem
416,18.5082486,73.8440548,21,fem
417,18.5083204,73.85670019999999,24,fem
418,18.5292326,73.82499729999998,25,fem
419,18.5512771,73.92098940000002,21,fem
420,18.4726725,73.9784573,25,fem
421,18.485861,73.84963599999998,70,female
422,18.564084,73.80270300000001,50,male
423,30.242289399999997,79.612309,21,male
424,18.509602800000003,73.9470036,36,female
425,18.4661512,73.78217190000001,30,female
426,18.629781100000002,73.7997094,45,female
427,18.508642899999998,73.83140909999999,30,male
428,18.528435,73.83234920000001,25,male
429,18.5482896,73.7696473,25,female
430,18.5204303,73.85674370000001,43,female
431,18.4869571,73.94332990000001,41,male
432,18.5204303,73.85674370000001,34,female
433,18.2825268,73.97349200000001,30,male
434,18.508934,73.92591019999998,40,female
435,18.508934,73.92591019999998,18,female
436,18.466969,73.857603,20,male
437,18.5144313,73.86538329999998,25,female
438,18.542175699999998,73.88925170000002,72,male
439,18.5788913,73.7706807,19,male
440,18.5446581,73.80291820000001,23,female
441,18.5204303,73.85674370000001,22,female
442,18.5204303,73.85674370000001,42,male
443,18.544509899999998,73.93844190000002,19,male
444,18.4452577,73.8610191,36,female
445,18.5419934,73.78161539999998,31,female
446,18.5062414,73.91297420000001,65,female
447,18.552922600000002,73.879711,19,female
448,18.5144313,73.86538329999998,22,female
449,18.5009698,73.9429625,42,female
450,18.5788913,73.7706807,30,female
451,18.5512771,73.92098940000002,21,female
452,18.5158057,73.92716440000001,36,male
453,18.501946899999997,73.86629169999998,37,male
454,35.7079052,140.5643284,67,female
455,18.528435,73.83234920000001,25,female
456,18.5204303,73.85674370000001,55,female
457,18.4726725,73.9784573,42,male
458,18.4726725,73.9784573,74,male
459,18.5204303,73.85674370000001,35,female
460,18.553295000000002,73.91099770000001,25,female
461,18.5709235,73.83508309999998,27,male
462,18.482132,73.86756299999998,20,female
463,18.5099615,73.91173169999998,26,male
464,18.012639800000002,76.06574590000001,28,female
465,18.533032300000002,73.933003,50,female
466,18.533032300000002,73.933003,19,male
467,18.471515,73.821073,30,female
468,19.094828699999997,74.74797889999998,19,male
469,18.441383899999998,73.8010085,18,male
470,18.4471444,73.8101999,35,female
471,18.737200199999997,73.6389598,24,female
472,18.5441098,73.87969140000001,32,male
473,18.552922600000002,73.879711,25,male
474,18.533032300000002,73.933003,23,female
475,18.4690213,73.8640944,62,female
476,18.5204303,73.85674370000001,32,female
477,18.508093300000002,73.8721276,23,female
478,18.532397600000003,73.94406459999998,36,female
479,18.5524665,73.9326763,21,female
480,18.4529322,73.86523799999998,21,female
481,18.5204303,73.85674370000001,20,female
482,18.448235,73.867646,24,female
483,18.5625986,73.85235820000001,50,female
484,18.5073514,73.8076543,26,female
485,18.528435,73.83234920000001,33,female
486,18.508934,73.92591019999998,22,female
487,18.4869571,73.94332990000001,25,male
488,18.469508800000003,73.88897790000001,24,male
489,18.5322732,73.9171984,23,female
490,18.552922600000002,73.879711,24,female
491,18.4690213,73.8640944,28,female
492,18.560164899999997,73.8031335,55,male
493,18.5214325,73.86763470000002,20,male
494,18.4891497,73.9561066,18,female
495,18.5204303,73.85674370000001,25,female
496,18.438357,73.860545,54,male
497,18.5204303,73.85674370000001,28,female
498,18.508934,73.92591019999998,30,male
499,18.5204303,73.85674370000001,19,female
500,18.4726725,73.9784573,31,female
501,18.4726725,73.9784573,20,male
502,18.5042247,73.81715810000001,25,female
503,18.4587777,73.8426415,60,male
504,18.516882,73.914672,80,male
505,18.508934,73.92591019999998,30,female
506,18.5788913,73.7706807,18,female
507,18.5114181,73.8778263,21,male
508,18.5204303,73.85674370000001,36,male
509,18.4452577,73.8610191,19,female
510,18.533032300000002,73.933003,36,male
511,18.5204303,73.85674370000001,22,male
512,18.5204303,73.85674370000001,18,female
513,18.517454,73.8612411,29,female
514,18.515452300000003,73.86188100000001,23,female
515,18.5204303,73.85674370000001,19,male
516,18.5204303,73.85674370000001,42,male
517,18.515879199999997,73.85803969999998,19,female
518,18.5204303,73.85674370000001,47,female
519,18.517454,73.8612411,19,male
520,18.5204303,73.85674370000001,21,female
521,18.5204303,73.85674370000001,22,male
522,18.5204303,73.85674370000001,46,female
523,18.5204303,73.85674370000001,24,female
524,18.526739000000003,73.862039,25,male
525,15.893765799999999,74.11628809999998,70,female
526,18.5204303,73.85674370000001,30,male
527,18.5204303,73.85674370000001,33,male
528,18.5204303,73.85674370000001,30,female
529,18.5225265,73.8638663,35,female
530,18.515879199999997,73.85803969999998,53,male
531,18.5621075,73.89755770000001,20,male
532,18.496138300000002,73.8384476,19,female
533,18.5204303,73.85674370000001,75,female
534,18.5204303,73.85674370000001,27,female
535,18.5151826,73.85730840000001,20,female
536,18.527059,73.862528,28,female
537,18.5204303,73.85674370000001,25,female
538,18.5204303,73.85674370000001,49,female
539,18.5180352,73.8560632,31,female
540,18.4726725,73.9784573,24,female
541,18.5029883,73.92055090000001,23,female
542,18.505134899999998,73.8665321,36,female
543,18.5240566,73.8646945,18,female
544,19.1132337,73.73267750000001,21,female
545,18.508934,73.92591019999998,55,male
546,18.5018322,73.8635912,37,male
547,18.5944704,73.9275889,41,male
548,18.448235,73.867646,20,female
549,35.7079052,140.5643284,26,male
550,18.5292326,73.82499729999998,82,male
551,18.507738,73.85918000000001,19,female
552,18.4817777,73.89093729999998,22,female
553,18.5279221,73.94816390000001,23,female
554,18.508934,73.92591019999998,33,male
555,18.505134899999998,73.8665321,33,male
556,18.567751,73.8757204,23,female
557,18.541509899999998,73.79247690000001,85,female
558,18.4825399,73.8256755,28,male
559,18.545163,73.9168766,45,female
560,18.5332778,73.937156,30,male
561,18.5402171,73.8875797,28,female
562,18.5092134,73.82356419999998,23,female
563,18.5204303,73.85674370000001,45,male
564,18.541509899999998,73.79247690000001,23,female
565,18.5492228,73.93900179999999,39,male
566,18.5204303,73.85674370000001,68,male
567,30.661543199999997,81.47183869999998,48,female
568,18.452702,73.851276,29,female
569,18.5292326,73.82499729999998,48,male
570,18.5284417,73.8283057,20,male
571,18.4587777,73.8426415,19,female
572,18.5709235,73.83508309999998,35,female
573,18.5625986,73.85235820000001,24,female
574,18.501063000000002,73.9337735,43,female
575,18.469508800000003,73.88897790000001,20,female
576,18.4654546,73.85468209999998,62,female
577,18.505134899999998,73.8665321,28,female
578,18.5204303,73.85674370000001,23,female
579,18.5699361,73.85064270000001,32,female
580,18.5057399,73.87089639999998,22,female
581,18.5035827,73.957088,21,female
582,18.5204303,73.85674370000001,46,female
583,18.541509899999998,73.79247690000001,18,female
584,18.460691,73.869147,30,female
585,18.4901977,73.83970090000001,21,male
586,18.4644859,73.8048496,27,male
587,18.554973399999998,73.79723620000001,21,female
588,18.562088199999998,73.9339382,41,female
589,18.5063909,73.86028409999999,26,female
590,18.366277,73.7558777,43,male
591,18.552922600000002,73.879711,63,male
592,18.5091517,73.87103859999998,32,female
593,18.5404223,73.9286341,42,female
594,18.5204303,73.85674370000001,19,male
595,18.5009698,73.9429625,20,female
596,18.5082486,73.8440548,72,male
597,18.5083204,73.85670019999999,19,female
598,18.5292326,73.82499729999998,22,female
599,18.5297217,73.93811970000002,80,male
600,18.5550337,73.81746129999998,38,female
601,18.5512771,73.92098940000002,27,male
602,18.559279800000002,73.8768685,60,male
603,35.7079052,140.5643284,22,female
604,29.909375899999997,73.87998050000002,21,female
605,18.494136800000003,73.94890199999998,32,male
606,18.4726725,73.9784573,24,male
607,18.485861,73.84963599999998,70,female
608,18.564084,73.80270300000001,50,male
609,30.242289399999997,79.612309,21,male
610,18.509602800000003,73.9470036,36,female
611,18.4661512,73.78217190000001,30,female
612,18.629781100000002,73.7997094,45,female
613,18.508642899999998,73.83140909999999,30,male
614,18.528435,73.83234920000001,25,male
615,18.5482896,73.7696473,25,female
616,18.5204303,73.85674370000001,43,female
617,18.4869571,73.94332990000001,41,male
618,18.5204303,73.85674370000001,34,female
619,18.2825268,73.97349200000001,30,male
620,18.508934,73.92591019999998,40,female
621,18.508934,73.92591019999998,18,female
622,18.466969,73.857603,20,male
623,18.5144313,73.86538329999998,25,female
624,18.542175699999998,73.88925170000002,72,male
625,18.5788913,73.7706807,19,male
626,18.5446581,73.80291820000001,23,female
627,18.5204303,73.85674370000001,22,female
628,18.5204303,73.85674370000001,42,male
629,18.544509899999998,73.93844190000002,19,male
630,18.4452577,73.8610191,36,female
631,18.5419934,73.78161539999998,31,female
632,18.5062414,73.91297420000001,65,female
633,18.552922600000002,73.879711,19,female
634,18.5144313,73.86538329999998,22,female
635,18.5009698,73.9429625,42,female
636,18.5788913,73.7706807,30,female
637,18.4654546,73.85468209999998,28,female
638,18.5033258,73.8669456,32,male
639,18.519901,73.864926,19,male
640,18.5204303,73.85674370000001,52,female
641,18.4877372,73.8704877,45,female
642,18.533032300000002,73.933003,19,female
643,30.475025399999996,77.76523459999999,18,male
644,18.5009698,73.9429625,27,male
645,19.094828699999997,74.74797889999998,28,female
646,18.504209699999997,73.8590865,55,female
647,18.5204303,73.85674370000001,70,male
648,18.5204303,73.85674370000001,35,female
649,18.5648185,73.81250159999998,24,male
650,18.4603452,73.86925740000001,41,female
651,18.5204303,73.85674370000001,43,female
652,18.509602800000003,73.9470036,20,male
653,18.523632,73.862082,18,female
654,18.501946899999997,73.86629169999998,23,male
655,18.5204303,73.85674370000001,19,male
656,18.5018322,73.8635912,67,female
657,18.573509,73.884586,27,female
658,18.4869571,73.94332990000001,75,male
659,18.538299600000002,73.8642527,23,male
660,18.4726725,73.9784573,18,female
661,18.552922600000002,73.879711,21,female
662,18.5204303,73.85674370000001,52,female
663,29.909375899999997,73.87998050000002,22,male
664,18.5662076,73.81130040000001,61,male
665,18.560164899999997,73.8031335,42,female
666,18.4962306,73.95269789999998,33,female
667,18.5204303,73.85674370000001,38,female
668,19.094828699999997,74.74797889999998,32,male
669,18.505301199999998,73.93892129999998,18,male
670,18.5204303,73.85674370000001,32,female
671,18.515879199999997,73.85803969999998,22,female
672,18.552922600000002,73.879711,25,male
673,18.505134899999998,73.8665321,19,female
674,18.5944704,73.9275889,19,male
675,18.5492228,73.93900179999999,25,female
676,18.4877372,73.8704877,19,female
677,18.505301199999998,73.93892129999998,25,male
678,18.518777899999996,73.8427933,37,female
679,18.5419934,73.78161539999998,45,male
680,18.5625986,73.85235820000001,19,male
681,18.508934,73.92591019999998,35,female
682,18.448315899999997,73.86671799999998,19,female
683,18.532397600000003,73.94406459999998,75,male
684,18.4644859,73.8048496,21,male
685,18.4749851,73.80245740000002,22,female
686,18.4914883,73.82172899999998,29,female
687,18.4914883,73.82172899999998,46,female
688,18.532397600000003,73.94406459999998,60,female
689,18.5204303,73.85674370000001,19,female
690,18.5538241,73.9476689,42,female
691,18.5206329,73.83372039999998,23,female
692,18.5788913,73.7706807,42,female
693,18.366277,73.7558777,43,female
694,18.4864727,73.79683399999998,46,male
695,18.5633438,73.91374379999998,34,male
696,18.4864727,73.79683399999998,44,female
697,18.484097199999997,73.81102790000001,19,female
698,18.4864727,73.79683399999998,21,female
699,18.4864727,73.79683399999998,19,male
700,18.4805957,73.80128420000001,18,male
701,18.4864727,73.79683399999998,19,female
702,18.4749851,73.80245740000002,38,female
703,18.4661512,73.78217190000001,80,male
704,18.486095199999998,73.81950669999998,63,female
705,18.4890618,73.79240940000001,22,male
706,18.5788913,73.7706807,68,female
707,18.5709235,73.83508309999998,41,female
708,18.5204303,73.85674370000001,19,male
709,18.512470999999998,73.866644,25,female
710,18.508934,73.92591019999998,24,male
711,18.5066598,73.86385909999998,42,male
712,18.5235518,73.906346,60,female
713,18.4452577,73.8610191,18,female
714,18.53835,73.86471829999998,28,male
715,18.4452577,73.8610191,21,male
716,18.5524294,73.89748490000001,35,female
